ID_BIO_FISH;date;Month;Year;Species;Port;LengthClass;Weight;Sex;MaturityStage;Age
261297;02/07/2002;7;2002;WHB;PENICHE;20;55.6;M;2;1
261298;02/07/2002;7;2002;WHB;PENICHE;20;55;F;2;1
262536;02/07/2002;7;2002;WHB;PENICHE;20;55.2;F;2;1
261299;02/07/2002;7;2002;WHB;PENICHE;20;38.2;M;2;1
261300;02/07/2002;7;2002;WHB;PENICHE;20;57.3;M;2;1
261301;02/07/2002;7;2002;WHB;PENICHE;20;55.3;F;5;1
261302;02/07/2002;7;2002;WHB;PENICHE;20;58;M;;1
261303;02/07/2002;7;2002;WHB;PENICHE;20;54.9;M;;1
261304;02/07/2002;7;2002;WHB;PENICHE;21;60.1;M;2;1
262537;02/07/2002;7;2002;WHB;PENICHE;21;61.4;M;;2
261305;02/07/2002;7;2002;WHB;PENICHE;21;50;F;2;1
261306;02/07/2002;7;2002;WHB;PENICHE;21;67.6;F;2;1
261307;02/07/2002;7;2002;WHB;PENICHE;21;71.4;F;2;1
261308;02/07/2002;7;2002;WHB;PENICHE;21;63.4;F;2;1
261309;02/07/2002;7;2002;WHB;PENICHE;21;68.4;F;5;1
262538;02/07/2002;7;2002;WHB;PENICHE;21;59.6;M;2;1
261310;02/07/2002;7;2002;WHB;PENICHE;21;66.7;F;2;1
261311;02/07/2002;7;2002;WHB;PENICHE;21;67.8;F;5;1
261312;02/07/2002;7;2002;WHB;PENICHE;22;71.8;F;2;2
261313;02/07/2002;7;2002;WHB;PENICHE;22;65.3;F;2;1
261314;02/07/2002;7;2002;WHB;PENICHE;22;73.1;F;5;2
261315;02/07/2002;7;2002;WHB;PENICHE;22;69.3;M;2;1
261316;02/07/2002;7;2002;WHB;PENICHE;22;72.3;F;2;1
262539;02/07/2002;7;2002;WHB;PENICHE;22;73.1;F;2;2
261317;02/07/2002;7;2002;WHB;PENICHE;22;63.7;I;;
261318;02/07/2002;7;2002;WHB;PENICHE;22;82.1;F;5;2
261319;02/07/2002;7;2002;WHB;PENICHE;22;70.6;M;2;1
261320;02/07/2002;7;2002;WHB;PENICHE;22;63.4;F;2;1
261321;02/07/2002;7;2002;WHB;PENICHE;23;70.4;M;5;2
261322;02/07/2002;7;2002;WHB;PENICHE;23;67.6;M;5;3
262540;02/07/2002;7;2002;WHB;PENICHE;23;83.2;M;5;2
272274;21/08/2002;8;2002;WHB;MATOSINHOS;19;55.47;M;2;2
272263;21/08/2002;8;2002;WHB;MATOSINHOS;19;46.77;M;2;2
272260;21/08/2002;8;2002;WHB;MATOSINHOS;19;52.6;M;2;2
272264;21/08/2002;8;2002;WHB;MATOSINHOS;19;51.75;M;2;2
272265;21/08/2002;8;2002;WHB;MATOSINHOS;19;48.83;F;2;2
272266;21/08/2002;8;2002;WHB;MATOSINHOS;19;52.2;M;2;2
272267;21/08/2002;8;2002;WHB;MATOSINHOS;19;51.8;M;2;2
272273;21/08/2002;8;2002;WHB;MATOSINHOS;19;50.98;M;2;2
272269;21/08/2002;8;2002;WHB;MATOSINHOS;19;49.95;M;2;2
272270;21/08/2002;8;2002;WHB;MATOSINHOS;19;46.16;M;2;2
272271;21/08/2002;8;2002;WHB;MATOSINHOS;20;52.78;M;2;2
272272;21/08/2002;8;2002;WHB;MATOSINHOS;20;54.54;M;2;3
272268;21/08/2002;8;2002;WHB;MATOSINHOS;20;49.49;M;2;2
272275;21/08/2002;8;2002;WHB;MATOSINHOS;20;56.13;M;2;2
272262;21/08/2002;8;2002;WHB;MATOSINHOS;20;52.68;M;2;2
272246;21/08/2002;8;2002;WHB;MATOSINHOS;20;53.27;F;2;2
272248;21/08/2002;8;2002;WHB;MATOSINHOS;20;49.9;M;2;3
272244;21/08/2002;8;2002;WHB;MATOSINHOS;20;57.34;F;2;2
272261;21/08/2002;8;2002;WHB;MATOSINHOS;20;50.81;M;2;3
272234;21/08/2002;8;2002;WHB;MATOSINHOS;20;59.22;F;2;3
272242;21/08/2002;8;2002;WHB;MATOSINHOS;21;64.28;F;5;2
272245;21/08/2002;8;2002;WHB;MATOSINHOS;21;60.79;F;5;3
272240;21/08/2002;8;2002;WHB;MATOSINHOS;21;64.84;M;2;2
272239;21/08/2002;8;2002;WHB;MATOSINHOS;21;60.6;F;2;2
272238;21/08/2002;8;2002;WHB;MATOSINHOS;21;59.25;M;2;2
272237;21/08/2002;8;2002;WHB;MATOSINHOS;21;59.75;F;5;2
272236;21/08/2002;8;2002;WHB;MATOSINHOS;21;56.43;M;2;3
272235;21/08/2002;8;2002;WHB;MATOSINHOS;21;54.74;M;2;3
272241;21/08/2002;8;2002;WHB;MATOSINHOS;21;62.46;M;2;2
272259;21/08/2002;8;2002;WHB;MATOSINHOS;21;57.53;M;2;3
272247;21/08/2002;8;2002;WHB;MATOSINHOS;22;72.1;F;2;3
272243;21/08/2002;8;2002;WHB;MATOSINHOS;22;67.7;M;2;3
272249;21/08/2002;8;2002;WHB;MATOSINHOS;22;67.72;F;2;3
272250;21/08/2002;8;2002;WHB;MATOSINHOS;22;75.05;F;2;2
272251;21/08/2002;8;2002;WHB;MATOSINHOS;22;70.06;F;2;2
272252;21/08/2002;8;2002;WHB;MATOSINHOS;22;64.2;F;2;3
272253;21/08/2002;8;2002;WHB;MATOSINHOS;22;65.06;F;2;3
272254;21/08/2002;8;2002;WHB;MATOSINHOS;22;60.4;F;2;2
272255;21/08/2002;8;2002;WHB;MATOSINHOS;22;69.1;F;5;2
272256;21/08/2002;8;2002;WHB;MATOSINHOS;22;68.38;F;5;3
272257;21/08/2002;8;2002;WHB;MATOSINHOS;23;66.6;F;2;3
272258;21/08/2002;8;2002;WHB;MATOSINHOS;23;92.21;F;5;3
262135;12/08/2002;8;2002;WHB;PENICHE;16;24.57;I;;0
262171;12/08/2002;8;2002;WHB;PENICHE;19;40.99;F;2;1
262170;12/08/2002;8;2002;WHB;PENICHE;19;46.24;M;2;1
262701;12/08/2002;8;2002;WHB;PENICHE;19;45.58;M;2;1
262136;12/08/2002;8;2002;WHB;PENICHE;19;52.2;F;2;1
262137;12/08/2002;8;2002;WHB;PENICHE;19;49;M;2;1
262138;12/08/2002;8;2002;WHB;PENICHE;19;45.62;F;2;1
262162;12/08/2002;8;2002;WHB;PENICHE;19;48.57;M;1;1
262163;12/08/2002;8;2002;WHB;PENICHE;19;52.2;M;2;1
262139;12/08/2002;8;2002;WHB;PENICHE;19;49.23;F;2;1
262140;12/08/2002;8;2002;WHB;PENICHE;19;49.46;M;2;1
262141;12/08/2002;8;2002;WHB;PENICHE;20;52.34;M;2;2
262702;12/08/2002;8;2002;WHB;PENICHE;20;56.54;I;;2
262142;12/08/2002;8;2002;WHB;PENICHE;20;51.08;M;2;2
262169;12/08/2002;8;2002;WHB;PENICHE;20;61.38;F;2;2
262143;12/08/2002;8;2002;WHB;PENICHE;20;62.68;F;2;
262168;12/08/2002;8;2002;WHB;PENICHE;20;51.17;I;;1
262144;12/08/2002;8;2002;WHB;PENICHE;20;55.01;M;2;1
262145;12/08/2002;8;2002;WHB;PENICHE;20;51.12;M;2;1
262146;12/08/2002;8;2002;WHB;PENICHE;20;65.12;M;2;2
262703;12/08/2002;8;2002;WHB;PENICHE;20;54.83;F;1;2
262147;12/08/2002;8;2002;WHB;PENICHE;21;60.3;M;2;1
262148;12/08/2002;8;2002;WHB;PENICHE;21;67.77;F;2;1
262149;12/08/2002;8;2002;WHB;PENICHE;21;64.8;F;2;2
262150;12/08/2002;8;2002;WHB;PENICHE;21;67.53;M;2;2
262151;12/08/2002;8;2002;WHB;PENICHE;21;67.59;M;2;1
262152;12/08/2002;8;2002;WHB;PENICHE;21;66.8;M;2;2
262167;12/08/2002;8;2002;WHB;PENICHE;21;60.38;F;2;1
262166;12/08/2002;8;2002;WHB;PENICHE;21;69.75;M;1;2
262153;12/08/2002;8;2002;WHB;PENICHE;21;66.8;M;1;2
262704;12/08/2002;8;2002;WHB;PENICHE;21;64.66;M;1;2
262154;12/08/2002;8;2002;WHB;PENICHE;22;65.87;F;2;2
262155;12/08/2002;8;2002;WHB;PENICHE;22;72.61;M;2;2
262156;12/08/2002;8;2002;WHB;PENICHE;22;64.44;M;2;3
262157;12/08/2002;8;2002;WHB;PENICHE;22;68.43;M;2;2
262158;12/08/2002;8;2002;WHB;PENICHE;22;72.02;M;2;2
262159;12/08/2002;8;2002;WHB;PENICHE;22;69.27;M;1;2
262165;12/08/2002;8;2002;WHB;PENICHE;22;62.39;I;;2
262164;12/08/2002;8;2002;WHB;PENICHE;22;68.46;I;;1
262705;12/08/2002;8;2002;WHB;PENICHE;22;76.21;M;1;3
262160;12/08/2002;8;2002;WHB;PENICHE;22;65.54;I;;2
262161;12/08/2002;8;2002;WHB;PENICHE;23;81.24;F;2;2
262177;12/08/2002;8;2002;WHB;PENICHE;23;71.71;M;2;2
262180;12/08/2002;8;2002;WHB;PENICHE;23;76.36;M;2;
262181;12/08/2002;8;2002;WHB;PENICHE;23;79.56;M;2;2
262172;12/08/2002;8;2002;WHB;PENICHE;23;86.75;F;2;2
262173;12/08/2002;8;2002;WHB;PENICHE;23;89.82;M;5;4
262178;12/08/2002;8;2002;WHB;PENICHE;23;82.61;F;2;2
262174;12/08/2002;8;2002;WHB;PENICHE;24;85.2;M;2;3
262179;12/08/2002;8;2002;WHB;PENICHE;24;84.77;F;2;2
262175;12/08/2002;8;2002;WHB;PENICHE;24;91.68;F;2;2
262176;12/08/2002;8;2002;WHB;PENICHE;24;91.96;M;2;2
272441;13/09/2002;9;2002;WHB;MATOSINHOS;19;46.58;M;2;3
272442;13/09/2002;9;2002;WHB;MATOSINHOS;19;45.8;M;2;3
272443;13/09/2002;9;2002;WHB;MATOSINHOS;19;51.93;M;2;3
272444;13/09/2002;9;2002;WHB;MATOSINHOS;20;54.84;F;2;2
272445;13/09/2002;9;2002;WHB;MATOSINHOS;20;54.59;F;2;3
272446;13/09/2002;9;2002;WHB;MATOSINHOS;20;55.7;M;2;3
272447;13/09/2002;9;2002;WHB;MATOSINHOS;20;48.39;M;2;3
272448;13/09/2002;9;2002;WHB;MATOSINHOS;20;52.41;F;2;3
272460;13/09/2002;9;2002;WHB;MATOSINHOS;20;54.3;F;2;3
272450;13/09/2002;9;2002;WHB;MATOSINHOS;20;57.21;M;2;2
272440;13/09/2002;9;2002;WHB;MATOSINHOS;20;56.84;M;2;3
272452;13/09/2002;9;2002;WHB;MATOSINHOS;20;51.53;M;2;3
272453;13/09/2002;9;2002;WHB;MATOSINHOS;20;50.78;F;2;2
272454;13/09/2002;9;2002;WHB;MATOSINHOS;21;59.2;F;2;3
272455;13/09/2002;9;2002;WHB;MATOSINHOS;21;63.18;M;2;3
272456;13/09/2002;9;2002;WHB;MATOSINHOS;21;61.52;M;2;3
272457;13/09/2002;9;2002;WHB;MATOSINHOS;21;57.81;M;2;3
272458;13/09/2002;9;2002;WHB;MATOSINHOS;21;57.19;F;2;3
272431;13/09/2002;9;2002;WHB;MATOSINHOS;21;55.72;F;2;3
272451;13/09/2002;9;2002;WHB;MATOSINHOS;21;62.38;M;2;3
272449;13/09/2002;9;2002;WHB;MATOSINHOS;21;57.06;F;2;3
272421;13/09/2002;9;2002;WHB;MATOSINHOS;21;57.95;M;2;3
272422;13/09/2002;9;2002;WHB;MATOSINHOS;21;52.47;M;2;
272423;13/09/2002;9;2002;WHB;MATOSINHOS;22;73.23;F;2;4
272424;13/09/2002;9;2002;WHB;MATOSINHOS;22;86.64;M;5;4
272425;13/09/2002;9;2002;WHB;MATOSINHOS;22;70.14;F;2;4
272426;13/09/2002;9;2002;WHB;MATOSINHOS;22;60.74;M;2;2
272427;13/09/2002;9;2002;WHB;MATOSINHOS;22;68.7;M;2;3
272428;13/09/2002;9;2002;WHB;MATOSINHOS;22;67.25;F;2;3
272439;13/09/2002;9;2002;WHB;MATOSINHOS;22;71.93;F;2;3
272430;13/09/2002;9;2002;WHB;MATOSINHOS;22;94.39;M;2;3
272420;13/09/2002;9;2002;WHB;MATOSINHOS;22;74;M;2;2
272432;13/09/2002;9;2002;WHB;MATOSINHOS;22;63.57;F;2;3
272462;13/09/2002;9;2002;WHB;MATOSINHOS;23;72.5;F;2;3
272433;13/09/2002;9;2002;WHB;MATOSINHOS;23;78.9;F;2;3
272459;13/09/2002;9;2002;WHB;MATOSINHOS;23;94.81;F;2;4
272434;13/09/2002;9;2002;WHB;MATOSINHOS;23;79.29;F;2;4
272435;13/09/2002;9;2002;WHB;MATOSINHOS;23;99.17;F;2;4
272436;13/09/2002;9;2002;WHB;MATOSINHOS;23;96.58;F;2;4
272437;13/09/2002;9;2002;WHB;MATOSINHOS;23;81.63;F;2;4
272438;13/09/2002;9;2002;WHB;MATOSINHOS;23;83.9;M;2;3
272429;13/09/2002;9;2002;WHB;MATOSINHOS;23;71.81;F;2;3
272463;13/09/2002;9;2002;WHB;MATOSINHOS;24;87.11;F;2;4
272474;13/09/2002;9;2002;WHB;MATOSINHOS;24;87.27;F;2;3
272479;13/09/2002;9;2002;WHB;MATOSINHOS;24;99.61;F;2;4
272477;13/09/2002;9;2002;WHB;MATOSINHOS;24;78.71;F;2;4
272478;13/09/2002;9;2002;WHB;MATOSINHOS;24;99.32;F;2;4
272473;13/09/2002;9;2002;WHB;MATOSINHOS;24;92.25;M;5;3
272480;13/09/2002;9;2002;WHB;MATOSINHOS;24;97.81;M;5;3
272481;13/09/2002;9;2002;WHB;MATOSINHOS;24;78.13;F;2;3
272482;13/09/2002;9;2002;WHB;MATOSINHOS;24;105.98;F;5;4
272483;13/09/2002;9;2002;WHB;MATOSINHOS;24;97.82;F;2;4
272476;13/09/2002;9;2002;WHB;MATOSINHOS;25;111.2;F;2;4
272472;13/09/2002;9;2002;WHB;MATOSINHOS;25;99.42;F;5;4
272471;13/09/2002;9;2002;WHB;MATOSINHOS;25;114.24;F;5;3
272470;13/09/2002;9;2002;WHB;MATOSINHOS;25;116.34;F;2;4
272469;13/09/2002;9;2002;WHB;MATOSINHOS;26;110.14;F;2;3
272468;13/09/2002;9;2002;WHB;MATOSINHOS;26;122.1;F;2;4
272467;13/09/2002;9;2002;WHB;MATOSINHOS;26;121.67;F;2;3
272461;13/09/2002;9;2002;WHB;MATOSINHOS;26;112.8;F;2;4
272466;13/09/2002;9;2002;WHB;MATOSINHOS;26;119.51;F;2;4
272475;13/09/2002;9;2002;WHB;MATOSINHOS;26;112.97;F;2;4
272465;13/09/2002;9;2002;WHB;MATOSINHOS;27;143.46;F;2;4
272464;13/09/2002;9;2002;WHB;MATOSINHOS;29;144.8;F;2;4
272666;07/10/2002;10;2002;WHB;MATOSINHOS;17;32.72;I;;1
272656;07/10/2002;10;2002;WHB;MATOSINHOS;17;31.55;I;;1
272654;07/10/2002;10;2002;WHB;MATOSINHOS;17;27.63;I;;1
272658;07/10/2002;10;2002;WHB;MATOSINHOS;17;32.43;I;;1
272659;07/10/2002;10;2002;WHB;MATOSINHOS;17;34.05;I;;1
272660;07/10/2002;10;2002;WHB;MATOSINHOS;18;34.42;I;;1
272661;07/10/2002;10;2002;WHB;MATOSINHOS;18;34.13;M;2;1
272662;07/10/2002;10;2002;WHB;MATOSINHOS;18;39.75;M;2;1
272663;07/10/2002;10;2002;WHB;MATOSINHOS;18;32.65;F;2;2
272664;07/10/2002;10;2002;WHB;MATOSINHOS;18;38.64;M;2;2
272667;07/10/2002;10;2002;WHB;MATOSINHOS;18;35.47;M;2;2
272675;07/10/2002;10;2002;WHB;MATOSINHOS;19;38.35;M;2;2
272674;07/10/2002;10;2002;WHB;MATOSINHOS;19;45.87;M;2;2
272673;07/10/2002;10;2002;WHB;MATOSINHOS;19;46.25;F;2;2
272672;07/10/2002;10;2002;WHB;MATOSINHOS;19;42.45;F;2;2
272671;07/10/2002;10;2002;WHB;MATOSINHOS;20;52.1;M;2;2
272670;07/10/2002;10;2002;WHB;MATOSINHOS;20;50.27;M;2;2
272669;07/10/2002;10;2002;WHB;MATOSINHOS;20;48.88;M;2;3
272665;07/10/2002;10;2002;WHB;MATOSINHOS;20;55.87;M;2;3
272668;07/10/2002;10;2002;WHB;MATOSINHOS;20;52.03;F;2;2
272649;07/10/2002;10;2002;WHB;MATOSINHOS;20;55.85;F;2;2
272657;07/10/2002;10;2002;WHB;MATOSINHOS;20;54.06;F;2;3
272655;07/10/2002;10;2002;WHB;MATOSINHOS;20;53.86;M;2;3
272637;07/10/2002;10;2002;WHB;MATOSINHOS;20;48.9;M;2;3
272638;07/10/2002;10;2002;WHB;MATOSINHOS;20;52.04;M;2;3
272641;07/10/2002;10;2002;WHB;MATOSINHOS;21;68.23;F;2;3
272636;07/10/2002;10;2002;WHB;MATOSINHOS;21;75.91;M;2;3
272635;07/10/2002;10;2002;WHB;MATOSINHOS;21;61.94;F;2;3
272634;07/10/2002;10;2002;WHB;MATOSINHOS;21;58.22;F;2;2
272633;07/10/2002;10;2002;WHB;MATOSINHOS;21;63.34;F;2;3
272632;07/10/2002;10;2002;WHB;MATOSINHOS;21;57.51;M;2;2
272639;07/10/2002;10;2002;WHB;MATOSINHOS;21;59.05;M;2;3
272642;07/10/2002;10;2002;WHB;MATOSINHOS;21;56.15;F;2;3
272643;07/10/2002;10;2002;WHB;MATOSINHOS;21;57.37;F;2;3
272644;07/10/2002;10;2002;WHB;MATOSINHOS;21;56.19;F;2;2
272645;07/10/2002;10;2002;WHB;MATOSINHOS;22;59.62;M;2;2
272646;07/10/2002;10;2002;WHB;MATOSINHOS;22;71.98;F;5;2
272647;07/10/2002;10;2002;WHB;MATOSINHOS;22;66.72;F;5;3
272653;07/10/2002;10;2002;WHB;MATOSINHOS;23;69.18;F;5;3
272648;07/10/2002;10;2002;WHB;MATOSINHOS;23;74.52;F;5;3
272640;07/10/2002;10;2002;WHB;MATOSINHOS;23;75.64;M;2;3
272650;07/10/2002;10;2002;WHB;MATOSINHOS;24;95.63;F;5;2
272651;07/10/2002;10;2002;WHB;MATOSINHOS;24;100.09;F;5;2
272652;07/10/2002;10;2002;WHB;MATOSINHOS;25;112.7;F;5;2
274640;11/11/2002;11;2002;WHB;PENICHE;20;55.6;F;1;1
274639;11/11/2002;11;2002;WHB;PENICHE;20;51.96;F;1;1
264668;11/11/2002;11;2002;WHB;PENICHE;20;56;F;2;1
264669;11/11/2002;11;2002;WHB;PENICHE;20;55.12;I;;1
264670;11/11/2002;11;2002;WHB;PENICHE;20;52.8;I;;1
264671;11/11/2002;11;2002;WHB;PENICHE;20;52.8;F;1;1
264672;11/11/2002;11;2002;WHB;PENICHE;20;56.97;F;1;1
274618;11/11/2002;11;2002;WHB;PENICHE;20;51.76;F;2;1
274619;11/11/2002;11;2002;WHB;PENICHE;20;55.4;M;1;1
274638;11/11/2002;11;2002;WHB;PENICHE;20;51.3;F;1;1
264673;11/11/2002;11;2002;WHB;PENICHE;21;77.18;M;2;1
264674;11/11/2002;11;2002;WHB;PENICHE;21;59.85;F;1;1
264675;11/11/2002;11;2002;WHB;PENICHE;21;57.3;I;;2
264676;11/11/2002;11;2002;WHB;PENICHE;21;60.87;I;;2
274620;11/11/2002;11;2002;WHB;PENICHE;21;58.42;I;;1
264677;11/11/2002;11;2002;WHB;PENICHE;21;57.7;I;;2
274621;11/11/2002;11;2002;WHB;PENICHE;21;55.7;M;1;1
274622;11/11/2002;11;2002;WHB;PENICHE;21;62.9;M;1;2
274637;11/11/2002;11;2002;WHB;PENICHE;21;57.38;F;1;1
264678;11/11/2002;11;2002;WHB;PENICHE;21;54.6;M;1;
264679;11/11/2002;11;2002;WHB;PENICHE;22;72.51;M;1;2
264680;11/11/2002;11;2002;WHB;PENICHE;22;64.82;M;1;2
264681;11/11/2002;11;2002;WHB;PENICHE;22;70.99;M;1;2
264682;11/11/2002;11;2002;WHB;PENICHE;22;76.62;M;1;2
264683;11/11/2002;11;2002;WHB;PENICHE;22;65.2;M;1;2
264684;11/11/2002;11;2002;WHB;PENICHE;22;73.42;M;2;2
264685;11/11/2002;11;2002;WHB;PENICHE;22;68.32;F;1;2
264686;11/11/2002;11;2002;WHB;PENICHE;22;65.71;M;1;2
264687;11/11/2002;11;2002;WHB;PENICHE;22;69.74;M;1;2
264688;11/11/2002;11;2002;WHB;PENICHE;22;72.24;M;2;
274636;11/11/2002;11;2002;WHB;PENICHE;23;77.74;F;2;1
274635;11/11/2002;11;2002;WHB;PENICHE;23;72.8;F;2;2
264689;11/11/2002;11;2002;WHB;PENICHE;23;81.44;F;2;2
264690;11/11/2002;11;2002;WHB;PENICHE;23;74.74;M;2;2
264691;11/11/2002;11;2002;WHB;PENICHE;23;75.58;F;2;2
264692;11/11/2002;11;2002;WHB;PENICHE;23;89.88;F;2;2
264693;11/11/2002;11;2002;WHB;PENICHE;23;74.39;F;2;2
264694;11/11/2002;11;2002;WHB;PENICHE;23;86.6;F;2;2
264695;11/11/2002;11;2002;WHB;PENICHE;23;85.11;M;2;2
264696;11/11/2002;11;2002;WHB;PENICHE;23;76.98;M;2;2
264697;11/11/2002;11;2002;WHB;PENICHE;24;90.98;I;;2
274634;11/11/2002;11;2002;WHB;PENICHE;24;87.96;F;2;2
274633;11/11/2002;11;2002;WHB;PENICHE;24;96.5;I;;2
264698;11/11/2002;11;2002;WHB;PENICHE;24;92.21;F;2;2
264699;11/11/2002;11;2002;WHB;PENICHE;24;84.11;M;1;2
264700;11/11/2002;11;2002;WHB;PENICHE;24;94.7;F;2;2
264701;11/11/2002;11;2002;WHB;PENICHE;24;90.56;F;2;2
264702;11/11/2002;11;2002;WHB;PENICHE;24;99;F;2;2
274641;11/11/2002;11;2002;WHB;PENICHE;24;106.49;F;2;2
274642;11/11/2002;11;2002;WHB;PENICHE;24;96.31;F;2;2
264703;11/11/2002;11;2002;WHB;PENICHE;25;96.4;F;2;2
264704;11/11/2002;11;2002;WHB;PENICHE;25;104.54;F;2;3
264705;11/11/2002;11;2002;WHB;PENICHE;25;101.62;F;2;3
264706;11/11/2002;11;2002;WHB;PENICHE;25;105.51;F;2;3
264707;11/11/2002;11;2002;WHB;PENICHE;25;96.42;F;2;2
274623;11/11/2002;11;2002;WHB;PENICHE;25;107.43;F;2;2
274624;11/11/2002;11;2002;WHB;PENICHE;25;106.35;F;2;3
274630;11/11/2002;11;2002;WHB;PENICHE;25;94.98;M;2;3
274629;11/11/2002;11;2002;WHB;PENICHE;25;81.81;M;02/mar;2
264708;11/11/2002;11;2002;WHB;PENICHE;25;94.06;F;2;2
264709;11/11/2002;11;2002;WHB;PENICHE;26;127.68;F;2;3
264710;11/11/2002;11;2002;WHB;PENICHE;26;107.12;F;2;3
264711;11/11/2002;11;2002;WHB;PENICHE;26;105.94;F;5;3
264712;11/11/2002;11;2002;WHB;PENICHE;26;125.03;F;5;3
264713;11/11/2002;11;2002;WHB;PENICHE;26;101.8;F;5;3
264714;11/11/2002;11;2002;WHB;PENICHE;26;107.41;F;2;3
264715;11/11/2002;11;2002;WHB;PENICHE;26;105.01;M;3;3
264716;11/11/2002;11;2002;WHB;PENICHE;26;122.91;F;2;
264717;11/11/2002;11;2002;WHB;PENICHE;26;101.58;M;2;3
264718;11/11/2002;11;2002;WHB;PENICHE;26;16.23;F;5;3
264719;11/11/2002;11;2002;WHB;PENICHE;27;137.83;F;2;2
264720;11/11/2002;11;2002;WHB;PENICHE;27;148.72;F;2;
274628;11/11/2002;11;2002;WHB;PENICHE;27;145.96;F;2;4
274627;11/11/2002;11;2002;WHB;PENICHE;27;122.3;M;3;4
264721;11/11/2002;11;2002;WHB;PENICHE;27;149.07;F;02/mar;
264722;11/11/2002;11;2002;WHB;PENICHE;27;155.63;M;3;4
264723;11/11/2002;11;2002;WHB;PENICHE;27;128.02;M;3;3
264724;11/11/2002;11;2002;WHB;PENICHE;28;139.96;F;5;3
274631;11/11/2002;11;2002;WHB;PENICHE;28;171.28;F;5;4
274632;11/11/2002;11;2002;WHB;PENICHE;28;135.57;M;5;3
264725;11/11/2002;11;2002;WHB;PENICHE;28;164.81;F;2;5
264726;11/11/2002;11;2002;WHB;PENICHE;28;121.51;F;5;3
264727;11/11/2002;11;2002;WHB;PENICHE;28;149.22;F;2;3
264728;11/11/2002;11;2002;WHB;PENICHE;28;140.96;F;5;3
264729;11/11/2002;11;2002;WHB;PENICHE;28;158.12;F;;3
274626;11/11/2002;11;2002;WHB;PENICHE;28;135.99;F;5;3
274625;11/11/2002;11;2002;WHB;PENICHE;29;158.09;F;2;4
264730;11/11/2002;11;2002;WHB;PENICHE;30;208.6;F;2;4
264731;11/11/2002;11;2002;WHB;PENICHE;30;230.02;F;5;4
272956;20/11/2002;11;2002;WHB;MATOSINHOS;19;41.33;M;2;1
272957;20/11/2002;11;2002;WHB;MATOSINHOS;20;45.63;F;2;1
272958;20/11/2002;11;2002;WHB;MATOSINHOS;20;55.28;M;2;2
272959;20/11/2002;11;2002;WHB;MATOSINHOS;21;64.58;M;2;2
272960;20/11/2002;11;2002;WHB;MATOSINHOS;21;57.16;F;2;2
272938;20/11/2002;11;2002;WHB;MATOSINHOS;21;61.43;F;2;2
272955;20/11/2002;11;2002;WHB;MATOSINHOS;21;56.18;M;2;2
272946;20/11/2002;11;2002;WHB;MATOSINHOS;21;62.38;M;2;2
272953;20/11/2002;11;2002;WHB;MATOSINHOS;21;61.52;M;2;2
272961;20/11/2002;11;2002;WHB;MATOSINHOS;21;62.01;F;5;2
272951;20/11/2002;11;2002;WHB;MATOSINHOS;21;57.8;F;5;2
272950;20/11/2002;11;2002;WHB;MATOSINHOS;21;61.65;F;5;2
272949;20/11/2002;11;2002;WHB;MATOSINHOS;21;58.75;F;5;2
272948;20/11/2002;11;2002;WHB;MATOSINHOS;22;75.56;F;5;2
272947;20/11/2002;11;2002;WHB;MATOSINHOS;22;68.76;F;5;3
272969;20/11/2002;11;2002;WHB;MATOSINHOS;22;71.24;M;2;2
272971;20/11/2002;11;2002;WHB;MATOSINHOS;22;60.06;F;2;2
272954;20/11/2002;11;2002;WHB;MATOSINHOS;22;72.6;F;2;2
272976;20/11/2002;11;2002;WHB;MATOSINHOS;22;70.6;F;5;2
272975;20/11/2002;11;2002;WHB;MATOSINHOS;22;72.4;F;5;2
272974;20/11/2002;11;2002;WHB;MATOSINHOS;22;62.5;F;4;2
272973;20/11/2002;11;2002;WHB;MATOSINHOS;22;72.73;F;4;3
272972;20/11/2002;11;2002;WHB;MATOSINHOS;22;64.14;F;4;2
272962;20/11/2002;11;2002;WHB;MATOSINHOS;23;78.39;F;4;2
272937;20/11/2002;11;2002;WHB;MATOSINHOS;23;79.26;F;5;3
272970;20/11/2002;11;2002;WHB;MATOSINHOS;23;71.9;F;2;2
272952;20/11/2002;11;2002;WHB;MATOSINHOS;23;78.83;F;5;3
272968;20/11/2002;11;2002;WHB;MATOSINHOS;23;80.48;F;4;3
272967;20/11/2002;11;2002;WHB;MATOSINHOS;23;82.12;F;5;2
272966;20/11/2002;11;2002;WHB;MATOSINHOS;23;78.15;F;4;3
272965;20/11/2002;11;2002;WHB;MATOSINHOS;23;81.16;F;4;2
272964;20/11/2002;11;2002;WHB;MATOSINHOS;23;81.49;M;5;3
272963;20/11/2002;11;2002;WHB;MATOSINHOS;23;81.75;F;5;3
272977;20/11/2002;11;2002;WHB;MATOSINHOS;24;90.81;F;4;3
272936;20/11/2002;11;2002;WHB;MATOSINHOS;24;84.66;M;5;3
272944;20/11/2002;11;2002;WHB;MATOSINHOS;24;104.94;F;5;3
272943;20/11/2002;11;2002;WHB;MATOSINHOS;24;85.36;F;4;3
272942;20/11/2002;11;2002;WHB;MATOSINHOS;24;88.58;F;5;3
272941;20/11/2002;11;2002;WHB;MATOSINHOS;24;93.09;F;5;3
272940;20/11/2002;11;2002;WHB;MATOSINHOS;25;100.76;F;4;3
