space;time;technical;NO_TRIPS_4_BOOTSTRAP
GSA18;1;OTB_DWS;0
GSA18;1;OTB_MDD;0
GSA18;1;OTB_DEF;0
GSA19;1;OTB_DWS;0
GSA19;1;OTB_MDD;0
GSA19;1;OTB_DEF;0
