"Record_type";"Sampling_type";"Landing_country";"Vessel_flag_country";"Year";"Project";"Trip_number";"Station_number";"Species";"Catch_category";"Landing_category";"Comm_size_cat_scale";"Comm_size_cat";"Subsampling_category";"Sex";"Weight";"Subsample_weight";"Length_code"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"32";"127160";"LAN";"HUC";;NULL;;;"47334";"47334";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"32";"127203";"DIS";"HUC";;NULL;;;"1782";"130";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"32";"127262";"DIS";"HUC";;NULL;;;"4278";"312";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"32";"127262";"LAN";"HUC";;NULL;;;"10000";"10000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"32";"150630";"DIS";"HUC";;NULL;;;"3373";"246";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"106738";"DIS";"HUC";;NULL;;;"1163";"100";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"106763";"DIS";"HUC";;NULL;;;"5464";"470";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"107277";"DIS";"HUC";;NULL;;;"116";"10";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"123200";"DIS";"HUC";;NULL;;;"3023";"260";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"123776";"DIS";"HUC";;NULL;;;"8370";"720";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"126438";"DIS";"HUC";;NULL;;;"1279";"110";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"127126";"DIS";"HUC";;NULL;;;"465";"40";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"127139";"DIS";"HUC";;NULL;;;"15113";"1300";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"127139";"LAN";"HUC";;NULL;;;"5000";"5000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"127143";"DIS";"HUC";;NULL;;;"54521";"4690";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"127143";"LAN";"HUC";;NULL;;;"115000";"115000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"127149";"LAN";"HUC";;NULL;;;"20000";"9265";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"127160";"DIS";"HUC";;NULL;;;"872";"75";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"127160";"LAN";"HUC";;NULL;;;"59332";"59332";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"127203";"DIS";"HUC";;NULL;;;"1744";"150";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"127262";"DIS";"HUC";;NULL;;;"1744";"150";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"127262";"LAN";"HUC";;NULL;;;"10000";"10000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"149";"DIS";"HUC";;NULL;;;"174";"15";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177136722";"33";"150630";"DIS";"HUC";;NULL;;;"523";"45";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"1";"127023";"BMS";"HUC";;NULL;;;"336000";"336000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"1";"127023";"LAN";"HUC";;NULL;;;"115416000";"331918";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"2";"126437";"BMS";"HUC";;NULL;;;"465";"465";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"2";"126822";"BMS";"HUC";;NULL;;;"2292";"2292";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"2";"127023";"BMS";"HUC";;NULL;;;"420000";"420000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"2";"127023";"LAN";"HUC";;NULL;;;"114240000";"277840";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"3";"127023";"BMS";"HUC";;NULL;;;"315000";"315000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"3";"127023";"LAN";"HUC";;NULL;;;"99057000";"223055";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"4";"126437";"BMS";"HUC";;NULL;;;"1560";"1560";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"4";"126441";"BMS";"HUC";;NULL;;;"17478";"17478";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"4";"126822";"BMS";"HUC";;NULL;;;"42000";"42000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"4";"126822";"LAN";"HUC";;NULL;;;"7602000";"23986";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"4";"127023";"BMS";"HUC";;NULL;;;"336000";"100";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"4";"127023";"LAN";"HUC";;NULL;;;"47712000";"135818";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"5";"126441";"BMS";"HUC";;NULL;;;"18126";"18126";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"5";"126822";"BMS";"HUC";;NULL;;;"42000";"42000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"5";"126822";"LAN";"HUC";;NULL;;;"8127000";"63992";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"5";"127023";"BMS";"HUC";;NULL;;;"210000";"210000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"5";"127023";"LAN";"HUC";;NULL;;;"25473000";"128435";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"6";"127023";"BMS";"HUC";;NULL;;;"252000";"252000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"6";"127023";"LAN";"HUC";;NULL;;;"60348000";"187849";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"7";"126822";"LAN";"HUC";;NULL;;;"294000";"294000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"7";"127023";"BMS";"HUC";;NULL;;;"525000";"525000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"7";"127023";"LAN";"HUC";;NULL;;;"128100000";"208748";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"8";"126822";"LAN";"HUC";;NULL;;;"1596000";"1596000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"8";"127023";"BMS";"HUC";;NULL;;;"30";"30";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"8";"127419";"LAN";"HUC";;NULL;;;"315000";"3678";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"9";"127023";"BMS";"HUC";;NULL;;;"147000";"2008";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"10";"126439";"BMS";"HUC";;NULL;;;"1698000";"1698000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"10";"126444";"BMS";"HUC";;NULL;;;"3962000";"3962000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"10";"126716";"LAN";"HUC";;NULL;;;"294000";"294000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"10";"126822";"LAN";"HUC";;NULL;;;"4305000";"4305000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"11";"126441";"BMS";"HUC";;NULL;;;"16690";"16690";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"11";"126822";"LAN";"HUC";;NULL;;;"43680000";"97696";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"11";"127262";"BMS";"HUC";;NULL;;;"331";"331";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"11";"150637";"BMS";"HUC";;NULL;;;"294";"294";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"12";"126436";"BMS";"HUC";;NULL;;;"10040";"10040";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"12";"126437";"BMS";"HUC";;NULL;;;"6794";"6794";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"12";"126438";"BMS";"HUC";;NULL;;;"1136";"1136";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"12";"126441";"BMS";"HUC";;NULL;;;"5301";"5301";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"12";"126555";"BMS";"HUC";;NULL;;;"1782";"1782";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"12";"126822";"LAN";"HUC";;NULL;;;"50232000";"81278";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"12";"127262";"BMS";"HUC";;NULL;;;"5490";"5490";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"12";"127419";"BMS";"HUC";;NULL;;;"724";"724";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"12";"150637";"BMS";"HUC";;NULL;;;"233";"233";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"13";"126822";"LAN";"HUC";;NULL;;;"7644000";"7644000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"14";"126822";"LAN";"HUC";;NULL;;;"252000";"252000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"14";"127023";"BMS";"HUC";;NULL;;;"210000";"210000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"14";"127023";"LAN";"HUC";;NULL;;;"31458000";"137789";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"15";"126822";"LAN";"HUC";;NULL;;;"357000";"8658";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"15";"127023";"BMS";"HUC";;NULL;;;"252000";"252000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"15";"127023";"LAN";"HUC";;NULL;;;"54348000";"66805";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"16";"126555";"BMS";"HUC";;NULL;;;"1684";"1684";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"16";"126822";"LAN";"HUC";;NULL;;;"168000";"14492";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"16";"127023";"BMS";"HUC";;NULL;;;"336000";"336000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"16";"127023";"LAN";"HUC";;NULL;;;"78288000";"155299";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"17";"126822";"BMS";"HUC";;NULL;;;"6887";"6887";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"17";"127023";"BMS";"HUC";;NULL;;;"294000";"294000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"17";"127023";"LAN";"HUC";;NULL;;;"68346000";"237934";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"18";"127023";"BMS";"HUC";;NULL;;;"252000";"252000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"18";"127023";"LAN";"HUC";;NULL;;;"40152000";"40152000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"19";"126436";"BMS";"HUC";;NULL;;;"10760";"10760";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"19";"126441";"BMS";"HUC";;NULL;;;"17270";"17270";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"19";"126822";"LAN";"HUC";;NULL;;;"126000";"32439";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"19";"127023";"BMS";"HUC";;NULL;;;"378000";"193";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"19";"127023";"LAN";"HUC";;NULL;;;"84798000";"227031";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"20";"126822";"LAN";"HUC";;NULL;;;"189000";"8441";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"20";"127023";"BMS";"HUC";;NULL;;;"210000";"210000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"20";"127023";"LAN";"HUC";;NULL;;;"59514000";"199202";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"21";"126437";"BMS";"HUC";;NULL;;;"4601";"4601";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"21";"126438";"BMS";"HUC";;NULL;;;"1059";"1059";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"21";"126441";"BMS";"HUC";;NULL;;;"1754";"1754";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"21";"126822";"LAN";"HUC";;NULL;;;"18480000";"94880";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"21";"127262";"BMS";"HUC";;NULL;;;"2383";"2383";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"21";"127419";"BMS";"HUC";;NULL;;;"15000";"1801";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"21";"150637";"BMS";"HUC";;NULL;;;"353";"353";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"22";"126822";"BMS";"HUC";;NULL;;;"42000";"42000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"22";"126822";"LAN";"HUC";;NULL;;;"9198000";"9198000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"22";"127419";"BMS";"HUC";;NULL;;;"10000";"10000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"23";"126441";"BMS";"HUC";;NULL;;;"15000";"15000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"23";"126822";"BMS";"HUC";;NULL;;;"84000";"84000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"23";"126822";"LAN";"HUC";;NULL;;;"11676000";"11676000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"23";"127419";"BMS";"HUC";;NULL;;;"10000";"10000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"24";"126441";"BMS";"HUC";;NULL;;;"25000";"25000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"24";"127023";"BMS";"HUC";;NULL;;;"3000";"3000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"24";"127023";"LAN";"HUC";;NULL;;;"7641000";"7641000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"25";"127023";"BMS";"HUC";;NULL;;;"315000";"315000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837290";"25";"127023";"LAN";"HUC";;NULL;;;"74040000";"214974";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"2";"105923";"DIS";"HUC";;NULL;;;"2967";"2967";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"2";"126437";"BMS";"HUC";;NULL;;;"277";"277";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"2";"126822";"BMS";"HUC";;NULL;;;"105000";"105000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"2";"126822";"LAN";"HUC";;NULL;;;"24024000";"123676";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"2";"127023";"LAN";"HUC";;NULL;;;"2922";"2922";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"2";"127419";"BMS";"HUC";;NULL;;;"36000";"282";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"2";"127427";"BMS";"HUC";;NULL;;;"405";"405";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"2";"137080";"DIS";"HUC";;NULL;;;"80000";"80000";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"2";"150637";"BMS";"HUC";;NULL;;;"438";"438";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"4";"105923";"DIS";"HUC";;NULL;;;"3615";"3615";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"4";"126822";"BMS";"HUC";;NULL;;;"168000";"168000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"4";"126822";"LAN";"HUC";;NULL;;;"32760000";"78637";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"4";"127023";"LAN";"HUC";;NULL;;;"4292";"4292";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"4";"127419";"BMS";"HUC";;NULL;;;"72000";"72000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"5";"126484";"BMS";"HUC";;NULL;;;"531";"531";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"5";"126822";"BMS";"HUC";;NULL;;;"84000";"84000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"5";"126822";"LAN";"HUC";;NULL;;;"15792000";"61525";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"5";"127023";"LAN";"HUC";;NULL;;;"1479";"1479";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"5";"127419";"BMS";"HUC";;NULL;;;"36000";"1264";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"5";"150637";"BMS";"HUC";;NULL;;;"36000";"2083";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"6";"105923";"DIS";"HUC";;NULL;;;"1611";"1611";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"6";"126555";"BMS";"HUC";;NULL;;;"506";"506";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"6";"126822";"BMS";"HUC";;NULL;;;"294000";"294000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"6";"126822";"LAN";"HUC";;NULL;;;"43680000";"127329";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"6";"127023";"LAN";"HUC";;NULL;;;"126000";"3178";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"7";"126439";"BMS";"HUC";;NULL;;;"494";"494";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"7";"126484";"BMS";"HUC";;NULL;;;"315";"315";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"7";"126822";"BMS";"HUC";;NULL;;;"84000";"84000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"7";"126822";"LAN";"HUC";;NULL;;;"10920000";"60547";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"7";"127023";"LAN";"HUC";;NULL;;;"1012";"1012";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"7";"127059";"BMS";"HUC";;NULL;;;"586";"586";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"7";"127427";"BMS";"HUC";;NULL;;;"862";"862";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"8";"126822";"BMS";"HUC";;NULL;;;"189000";"189000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"8";"126822";"LAN";"HUC";;NULL;;;"35280000";"122068";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"8";"127023";"LAN";"HUC";;NULL;;;"385";"385";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"11";"126822";"BMS";"HUC";;NULL;;;"168000";"168000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"11";"126822";"LAN";"HUC";;NULL;;;"40362000";"51927";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"11";"127023";"BMS";"HUC";;NULL;;;"42000";"42000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"11";"127023";"LAN";"HUC";;NULL;;;"27762000";"43091";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"12";"126439";"BMS";"HUC";;NULL;;;"673";"673";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"12";"126484";"BMS";"HUC";;NULL;;;"278";"278";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"12";"126555";"BMS";"HUC";;NULL;;;"1060";"1060";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"12";"126715";"BMS";"HUC";;NULL;;;"206";"206";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"12";"126822";"BMS";"HUC";;NULL;;;"42000";"42000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"12";"126822";"LAN";"HUC";;NULL;;;"5040000";"39909";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"12";"127023";"LAN";"HUC";;NULL;;;"3360000";"26982";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"13";"126822";"BMS";"HUC";;NULL;;;"84000";"84000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"13";"126822";"LAN";"HUC";;NULL;;;"84000000";"50885";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"13";"127023";"LAN";"HUC";;NULL;;;"84000";"84000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"16";"126417";"BMS";"HUC";;NULL;;;"440";"440";"scm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"16";"126438";"BMS";"HUC";;NULL;;;"267";"267";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"16";"126822";"LAN";"HUC";;NULL;;;"17472000";"40178";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"16";"127023";"LAN";"HUC";;NULL;;;"126000";"33";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"17";"126484";"BMS";"HUC";;NULL;;;"271";"271";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"17";"126822";"BMS";"HUC";;NULL;;;"84000";"84000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"17";"126822";"LAN";"HUC";;NULL;;;"42588000";"53413";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"17";"127023";"LAN";"HUC";;NULL;;;"1197000";"85";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"17";"150637";"BMS";"HUC";;NULL;;;"48";"48";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"18";"126484";"BMS";"HUC";;NULL;;;"303";"303";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"18";"126822";"BMS";"HUC";;NULL;;;"84000";"84000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"18";"126822";"LAN";"HUC";;NULL;;;"40425000";"49893";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"18";"127023";"LAN";"HUC";;NULL;;;"945000";"2885";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"20";"126437";"BMS";"HUC";;NULL;;;"225";"225";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"20";"126822";"BMS";"HUC";;NULL;;;"168000";"168000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"20";"126822";"LAN";"HUC";;NULL;;;"37128000";"154756";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"20";"127023";"LAN";"HUC";;NULL;;;"514";"514";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"20";"127419";"BMS";"HUC";;NULL;;;"499";"499";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"21";"126822";"BMS";"HUC";;NULL;;;"210000";"210000";NULL
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"21";"126822";"LAN";"HUC";;NULL;;;"28392000";"71828";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"21";"127023";"BMS";"HUC";;NULL;;;"2000";"389";"cm"
"SL";"S";"NLD";"DEU";"2017";"DEU-DCF";"DEU20177837291";"22";"126484";"BMS";"HUC";;NULL;;;"4468";"4468";"cm"
